locale,group,key,value,unicodeCodePoints,utf8Bytes,basis
"ro-RO","names","DoF Mode","Profunzime de câmp","18","19","canon-adapted"
"ro-RO","names","AF Lock","Blocare focalizare","18","18","dictionary-candidate"
"ro-RO","names","Chromatic Aberration","Aberație cromatică","18","20","canon-adapted"
"ro-RO","names","Film Grain","Granulație de film","18","19","dictionary-candidate"
"ro-RO","names","X","Poziție orizontală","18","20","dictionary-candidate"
"ro-RO","names","2.39:1 Cinemascope","2.39:1 Cinemascope","18","18","review-required"
"ro-RO","names","3:2 DSLR","3:2 Reflex digital","18","18","dictionary-candidate"
"ro-RO","names","Focus Zone","Zonă de focalizare","18","19","dictionary-candidate"
"ro-RO","names","Rotate With Avatar","Rotire cu avatarul","18","18","dictionary-candidate"
"ro-RO","dynamic","FisheyeCenterX","Poziție orizontală","18","20","dictionary-candidate"
"ru-RU","names","Manual Focus","Ручная фокусировка","18","35","canon-exact"
"ru-RU","names","Av Dial","Значение диафрагмы","18","35","canon-adapted"
"ru-RU","names","Move Camera","Переместить камеру","18","35","dictionary-candidate"
"ru-RU","names","Aspect Ratio","Соотношение сторон","18","35","canon-adapted"
"ru-RU","names","Center Y","Центр по вертикали","18","34","dictionary-candidate"
"ru-RU","names","Peaking","Выделение контуров","18","35","canon-adapted"
"ru-RU","names","Smooth","Интерполяция точек","18","35","review-required"
"sv-SE","names","Look At Face","Rikta mot ansiktet","18","18","dictionary-candidate"
"sv-SE","names","Look At Feet","Rikta mot fötterna","18","19","dictionary-candidate"
"sv-SE","names","Manual Focus","Manuell fokusering","18","18","canon-exact"
"sv-SE","names","AF-ON","Aktivera autofokus","18","18","dictionary-candidate"
"sv-SE","names","2.39:1 Cinemascope","2.39:1 Cinemascope","18","18","review-required"
"sv-SE","names","Focus Distance","Fokuseringsavstånd","18","19","review-required"
"sv-SE","names","Manual Focus Assist","Manuell fokushjälp","18","19","dictionary-candidate"
"sv-SE","names","Hide Remote Players","Dölj andra spelare","18","19","dictionary-candidate"
"sv-SE","names","Avatar Offset","Avatarförskjutning","18","19","review-required"
"sv-SE","names","Smooth","Punktinterpolering","18","18","review-required"
"sv-SE","featureBlanks","120","Mot oändligt: lite","18","19","canon-adapted"
"th-TH","names","Depth Cute","ความลึกโทนอ่อนหวาน","18","54","review-required"
"th-TH","names","2.35:1 Anamorphic","2.35:1 อะนามอร์ฟิก","18","40","review-required"
"th-TH","names","2.00:1 Univisium","2.00:1 ยูนิวิเซียม","18","40","review-required"
"th-TH","names","1.85:1 Theatrical","1.85:1 โรงภาพยนตร์","18","40","review-required"
"tr-TR","names","Transverse CA","Enine renk sapması","18","19","dictionary-candidate"
"tr-TR","names","Start Distance","Başlangıç uzaklığı","18","24","dictionary-candidate"
"tr-TR","names","Player Visibility","Oyuncu görünürlüğü","18","24","review-required"
"tr-TR","featureBlanks","117","Yakına doğru: orta","18","20","canon-adapted"
"uk-UA","names","Show/Hide","Показати/Приховати","18","35","review-required"
"uk-UA","names","Hide Lens","Приховати об'єктив","18","34","review-required"
"uk-UA","names","Decrease","Відкрити діафрагму","18","35","canon-adapted"
"uk-UA","names","Av Dial","Значення діафрагми","18","35","canon-exact"
"uk-UA","names","V. Horizon","Електронний рівень","18","35","canon-adapted"
"uk-UA","names","Change Angle","Змінити орієнтацію","18","35","review-required"
"uk-UA","names","Move Camera","Перемістити камеру","18","35","review-required"
"uk-UA","names","Magenta-Green","Пурпуровий-Зелений","18","35","dictionary-candidate"
"uk-UA","names","Start Distance","Початкова відстань","18","35","dictionary-candidate"
"uk-UA","names","Center Y","Вертикальний центр","18","35","dictionary-candidate"
"uk-UA","names","Peaking","Виділення контурів","18","35","canon-exact"
"uk-UA","names","Move","Перемістити вручну","18","35","review-required"
"uk-UA","names","Smooth","Інтерполяція точок","18","35","review-required"
"uk-UA","featureBlanks","118","Ближче: малий крок","18","33","canon-adapted"
"bg-BG","names","Depth Cool","Студена дълбочина","17","33","review-required"
"bg-BG","names","Sensor Type","Размер на сензора","17","32","dictionary-candidate"
"bg-BG","names","Grid","Координатна мрежа","17","33","canon-exact"
"bg-BG","names","Axial Focus-Aware","Свързана с фокуса","17","32","review-required"
"bg-BG","names","Color Grading","Цветово градиране","17","33","review-required"
"bg-BG","names","2.39:1 Cinemascope","2.39:1 Синемаскоп","17","27","review-required"
"bg-BG","names","Center Y","Вертикален център","17","33","dictionary-candidate"
"bg-BG","names","Move","Ръчно преместване","17","33","review-required"
"bg-BG","featureBlanks","118","Към близко: малко","17","31","canon-adapted"
"bg-BG","sensorBlanks","0","Пълен кадър 35 mm","17","27","review-required"
"bg-BG","sensorBlanks","4","Micro Four Thirds","17","17","review-required"
"cs-CZ","names","Manual Focus","Ruční zaostřování","17","22","canon-exact"
"cs-CZ","names","Focus Guide","Průvodce ostřením","17","20","canon-exact"
"cs-CZ","names","Reverse Fisheye","Obrácené rybí oko","17","20","dictionary-candidate"
"cs-CZ","names","Tilt-Shift","Naklopení a posun","17","18","review-required"
"cs-CZ","names","Zoom Blur","Rozostření zoomem","17","19","review-required"
"cs-CZ","names","Player Visibility","Viditelnost hráčů","17","20","review-required"
"cs-CZ","names","Rotate With Avatar","Otáčet s avatarem","17","19","dictionary-candidate"
"cs-CZ","names","Playback","Pozice přehrávání","17","21","review-required"
"cs-CZ","sensorBlanks","0","Plný formát 35 mm","17","19","review-required"
"cs-CZ","sensorBlanks","4","Micro Four Thirds","17","17","review-required"
"da-DK","names","Drop Pivot","Placér drejepunkt","17","18","review-required"
"da-DK","names","Response","Sporingsfølsomhed","17","18","canon-exact"
"da-DK","names","AF-ON","Aktivér autofokus","17","18","review-required"
"da-DK","names","Far Clip Plane","Fjernt klippeplan","17","17","review-required"
"da-DK","names","Lens Size","Objektivstørrelse","17","18","review-required"
"da-DK","names","2.35:1 Anamorphic","2.35:1 Anamorfisk","17","17","review-required"
"da-DK","names","Manual Focus Assist","Manuel fokushjælp","17","18","review-required"
"da-DK","names","Peaking","Konturfremhævning","17","18","canon-adapted"
"da-DK","names","Avatar Offset","Avatarforskydning","17","17","review-required"
"da-DK","names","Move Drone Vertical","Flyt drone lodret","17","17","dictionary-candidate"
"da-DK","sensorBlanks","4","Micro Four Thirds","17","17","review-required"
"de-DE","names","Look Up","Nach oben richten","17","17","dictionary-candidate"
"de-DE","names","Move Pivot","Drehpunkt bewegen","17","17","dictionary-candidate"
"de-DE","names","Move Focus","Fokus verschieben","17","17","dictionary-candidate"
"de-DE","names","Response","AI-Servo-Reaktion","17","17","canon-adapted"
"de-DE","names","Locked-on","Motiv beibehalten","17","17","canon-adapted"
"de-DE","names","Responsive","Schnell reagieren","17","17","canon-adapted"
"de-DE","names","Start Distance","Anfangsentfernung","17","17","review-required"
"de-DE","names","Center X","Horizontale Mitte","17","17","dictionary-candidate"
"de-DE","dynamic","CameraPinDrop","Markierung setzen","17","17","dictionary-candidate"
"de-DE","sensorBlanks","4","Micro Four Thirds","17","17","review-required"
"el-GR","names","Advanced","Για προχωρημένους","17","33","review-required"
"el-GR","names","Show/Hide","Εμφάνιση/Απόκρυψη","17","33","dictionary-candidate"
"el-GR","names","Movie Mode","Κατάσταση ταινίας","17","33","dictionary-candidate"
"el-GR","names","Sensor Type","Μέγεθος αισθητήρα","17","33","dictionary-candidate"
"el-GR","names","Av Dial","Τιμή διαφράγματος","17","33","canon-exact"
"el-GR","names","AF Lock","Κλείδωμα εστίασης","17","33","review-required"
"el-GR","names","Locked-on","Διατήρηση θέματος","17","33","canon-adapted"
"el-GR","names","Chromatic Aberration","Χρωματική εκτροπή","17","33","canon-adapted"
"el-GR","names","2.35:1 Anamorphic","2.35:1 Αναμορφικό","17","27","review-required"
"el-GR","names","16:9 Widescreen","16:9 Ευρεία οθόνη","17","28","dictionary-candidate"
"el-GR","names","Center Y","Κατακόρυφο κέντρο","17","33","dictionary-candidate"
"el-GR","names","Focus Distance","Απόσταση εστίασης","17","33","dictionary-candidate"
"el-GR","names","Player Visibility","Ορατότητα παικτών","17","33","review-required"
"el-GR","names","Avatar Offset","Μετατόπιση avatar","17","27","dictionary-candidate"
"el-GR","names","Playback","Θέση αναπαραγωγής","17","33","dictionary-candidate"
"el-GR","names","Hand Offset","Μετατόπιση χεριού","17","33","dictionary-candidate"
"el-GR","names","Smooth","Παρεμβολή σημείων","17","33","review-required"
"el-GR","sensorBlanks","0","Πλήρες καρέ 35 mm","17","27","review-required"
"el-GR","sensorBlanks","4","Micro Four Thirds","17","17","review-required"
"el-GR","tonemapBlanks","1","Κινηματογραφικό 1","17","32","review-required"
"el-GR","tonemapBlanks","2","Κινηματογραφικό 2","17","32","review-required"
"es-419","names","Depth Cute","Profundidad suave","17","17","review-required"
"es-419","names","Look At Face","Apuntar al rostro","17","17","review-required"
"es-419","names","Sensor Type","Tamaño del sensor","17","18","review-required"
"es-419","names","Av Dial","Valor de abertura","17","17","canon-adapted"
"es-419","names","V. Horizon","Nivel electrónico","17","18","canon-adapted"
"es-419","names","Hand-Rotate","Girar con la mano","17","17","review-required"
"es-419","names","Drop Pivot","Colocar el pivote","17","17","review-required"
"es-419","names","Start Distance","Distancia inicial","17","17","review-required"
"es-419","names","Film Grain","Grano de película","17","18","review-required"
"es-419","names","Y","Posición vertical","17","18","review-required"
"es-419","names","2.35:1 Anamorphic","2.35:1 Anamórfico","17","18","review-required"
"es-419","names","Block Size","Tamaño del bloque","17","18","review-required"
"es-419","names","Center X","Centro horizontal","17","17","review-required"
"es-419","names","Zone Size","Tamaño de la zona","17","18","review-required"
"es-419","names","Move","Mover manualmente","17","17","review-required"
"es-419","dynamic","FisheyeCenterY","Posición vertical","17","18","review-required"
"es-ES","names","Depth Cute","Profundidad suave","17","17","review-required"
"es-ES","names","Look At Face","Apuntar al rostro","17","17","review-required"
"es-ES","names","Sensor Type","Tamaño del sensor","17","18","review-required"
"es-ES","names","Av Dial","Valor de abertura","17","17","canon-adapted"
"es-ES","names","V. Horizon","Nivel electrónico","17","18","canon-adapted"
"es-ES","names","Hand-Rotate","Girar con la mano","17","17","review-required"
"es-ES","names","Drop Pivot","Colocar el pivote","17","17","review-required"
"es-ES","names","Start Distance","Distancia inicial","17","17","review-required"
"es-ES","names","Film Grain","Grano de película","17","18","review-required"
"es-ES","names","Y","Posición vertical","17","18","review-required"
"es-ES","names","2.35:1 Anamorphic","2.35:1 Anamórfico","17","18","review-required"
"es-ES","names","Block Size","Tamaño del bloque","17","18","review-required"
"es-ES","names","Center X","Centro horizontal","17","17","review-required"
"es-ES","names","Zone Size","Tamaño de la zona","17","18","review-required"
"es-ES","names","Move","Mover manualmente","17","17","review-required"
"es-ES","dynamic","FisheyeCenterY","Posición vertical","17","18","review-required"
"fi-FI","names","Look At Face","Suuntaa kasvoihin","17","17","dictionary-candidate"
"fi-FI","names","Look At Feet","Suuntaa jalkoihin","17","17","dictionary-candidate"
"fi-FI","names","Track Self...","Seuraa itseäsi...","17","18","dictionary-candidate"
"fi-FI","names","Manual Focus","Manuaalitarkennus","17","17","canon-exact"
"fi-FI","names","Drop Pivot","Aseta kiertopiste","17","17","review-required"
"fi-FI","names","Auto Exposure","Automaattivalotus","17","17","canon-adapted"
"fi-FI","names","Operation","Tarkennustoiminta","17","17","canon-exact"
"fi-FI","names","AF Lock","Lukitse tarkennus","17","17","dictionary-candidate"
"fi-FI","names","Servo AF","Jatkuva tarkennus","17","17","canon-exact"
"fi-FI","names","Anamorphic Bokeh","Anamorfinen bokeh","17","17","review-required"
"fi-FI","names","Focus Distance","Tarkennusetäisyys","17","18","review-required"
"fi-FI","names","Avatar Offset","Avatarin siirtymä","17","18","dictionary-candidate"
"fi-FI","names","Loop","Toista silmukkana","17","17","dictionary-candidate"
"fi-FI","names","Load Defaults","Lataa oletusarvot","17","17","review-required"
"fi-FI","sensorBlanks","0","35 mm:n täyskenno","17","18","review-required"
"fi-FI","sensorBlanks","4","Micro Four Thirds","17","17","review-required"
"fi-FI","sensorBlanks","5","1,0 tuuman tyyppi","17","17","review-required"
"fr-FR","names","Depth Cool","Profondeur froide","17","17","dictionary-candidate"
"fr-FR","names","Look Down","Viser vers le bas","17","17","dictionary-candidate"
"fr-FR","names","Sensor Type","Taille du capteur","17","17","dictionary-candidate"
"fr-FR","names","Move Pivot","Déplacer le pivot","17","18","dictionary-candidate"
"fr-FR","names","Drive Speed","Vitesse autofocus","17","17","canon-adapted"
